x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
4.062500000000000139e-02,3.750000000000000078e-04,3.328585772718496969e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.187500000000000250e-02,3.750000000000000078e-04,3.328622298578940217e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.312500000000000361e-02,3.750000000000000078e-04,3.328657784702123763e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.437499999999999778e-02,3.750000000000000078e-04,3.328692313105108269e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.562499999999999889e-02,3.750000000000000078e-04,3.328725957063893475e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.687500000000000000e-02,3.750000000000000078e-04,3.328758782127488303e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.812500000000000111e-02,3.750000000000000078e-04,3.328790847001569659e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.937500000000000222e-02,3.750000000000000078e-04,3.328822204321352274e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.062500000000000333e-02,3.750000000000000078e-04,3.328852901329747738e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.187500000000000444e-02,3.750000000000000078e-04,3.328882980474104443e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.312499999999999861e-02,3.750000000000000078e-04,3.328912479932492943e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.437499999999999972e-02,3.750000000000000078e-04,3.328941434078939210e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.562500000000000083e-02,3.750000000000000078e-04,3.328969873895304090e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.687500000000000194e-02,3.750000000000000078e-04,3.328997827336573891e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.812500000000000305e-02,3.750000000000000078e-04,3.329025319655183921e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.937500000000000416e-02,3.750000000000000078e-04,3.329052373689355022e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.062499999999999833e-02,3.750000000000000078e-04,3.329079010119625650e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.187499999999999944e-02,3.750000000000000078e-04,3.329105247697289087e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.312500000000000056e-02,3.750000000000000078e-04,3.329131103447974738e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.437500000000000167e-02,3.750000000000000078e-04,3.329156592853144048e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.562500000000000278e-02,3.750000000000000078e-04,3.329181730012000457e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.687500000000000389e-02,3.750000000000000078e-04,3.329206527786000152e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.812500000000000500e-02,3.750000000000000078e-04,3.329230997927832050e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
